design,sbj,Imb,Loss,FI,PCG
RAND,1,1.0,1.0,0.0,0.5012
RAND,2,0.9902,0.9902,0.020408163265303262,0.50305
RAND,3,1.471,0.9613333333333274,0.02735821995464582,0.5049
RAND,4,1.4418,0.9405,0.03616760113619912,0.507325
RAND,5,1.7964,0.9150399999999898,0.04147147221330653,0.5094799999999999
RAND,6,1.756,0.8938666666667057,0.04786622684442241,0.5112666666666666
RAND,7,2.0546,0.8779428571428416,0.05243079184067352,0.5112571428571429
RAND,8,1.9946,0.84905,0.05782229169779741,0.5136
RAND,9,2.2444,0.8318222222222792,0.061951031773702585,0.5152333333333332
RAND,10,2.1922,0.8126799999999768,0.066704221279258,0.5163199999999999
RAND,11,2.4176,0.7937454545454411,0.07060474661750787,0.5172636363636363
RAND,12,2.3574,0.7738333333332615,0.07505264166434022,0.5183333333333332
RAND,13,2.5438,0.7449230769230053,0.07882349109096919,0.5193923076923076
RAND,14,2.489,0.7275714285714622,0.08301486334894922,0.5199642857142857
RAND,15,2.6624,0.7067200000000231,0.08669905764420334,0.5207599999999999
RAND,16,2.5882,0.691575,0.09078893797001264,0.52178125
RAND,17,2.7342,0.6651764705882404,0.09440412154963063,0.5231941176470588
RAND,18,2.6308,0.6419111111111274,0.09836550873626626,0.5247777777777778
RAND,19,2.7842,0.6238315789474276,0.10184232406593646,0.5257157894736842
RAND,20,2.6982,0.6060999999999899,0.10573149818522058,0.5265799999999999
RAND,21,2.836,0.5832000000000747,0.10926237922402035,0.5271761904761905
RAND,22,2.7276,0.5610545454545179,0.11318618957277286,0.5284045454545454
RAND,23,2.8574,0.5424695652173948,0.11673585834911127,0.5293739130434783
RAND,24,2.7568,0.528033333333349,0.12069100005370059,0.5302458333333333
RAND,25,2.877,0.5074559999999773,0.1243458215900149,0.53128
RAND,26,2.7672,0.48790769230768594,0.12841559768270608,0.5321884615384616
RAND,27,2.8734,0.4685629629629762,0.13220020517593925,0.5329296296296296
RAND,28,2.7436,0.4504000000000086,0.13640237176127165,0.5340714285714285
RAND,29,2.8436,0.4278344827585499,0.14029946865978535,0.5351482758620689
RAND,30,2.7002,0.4056133333333072,0.14465012129175972,0.5363666666666665
RAND,31,2.784,0.384696774193567,0.1486943109275094,0.5375161290322581
RAND,32,2.637,0.3646625,0.15320550844786618,0.538640625
RAND,33,2.731,0.3456000000000253,0.15744170516156616,0.5395696969696969
RAND,34,2.5546,0.3222705882352699,0.16226089376407973,0.5409999999999999
RAND,35,2.6428,0.3032228571428595,0.1667484396565346,0.5419999999999999
RAND,36,2.4526,0.28094444444444633,0.1719046867031124,0.5434749999999999
RAND,37,2.524,0.2599567567567874,0.17672811215901213,0.5446837837837837
RAND,38,2.3368,0.24119999999999117,0.1822959958471364,0.5459710526315789
RAND,39,2.405,0.22184615384618106,0.18760806432968877,0.547276923076923
RAND,40,2.1754,0.20160999999999418,0.19384968090326393,0.5489649999999999
RAND,41,2.2496,0.18409756097560379,0.19973334722269723,0.5503365853658536
RAND,42,1.9928,0.16358095238094186,0.20688043683908883,0.552195238095238
RAND,43,2.0448,0.14279069767440852,0.2136553104009705,0.5538744186046511
RAND,44,1.7334,0.12115454545454231,0.22207742996978094,0.5561886363636362
RAND,45,1.7904,0.10193777777779083,0.22998237597045276,0.5582155555555555
RAND,46,1.4306,0.08181739130434419,0.24055145475370135,0.5608608695652173
RAND,47,1.4692,0.061208510638291885,0.25065248763128223,0.5634085106382978
RAND,48,0.983,0.040958333333331,0.2658361163611861,0.5671520833333332
RAND,49,1.0,0.020408163265303262,0.28047211398646804,0.5708530612244896
RAND,50,0.0,0.0,0.31486267170673865,0.5794359999999998
TBD,1,1.0,1.0,0.0,0.5013
TBD,2,1.0084,1.0084,0.0,0.49855
TBD,3,1.5012,1.0016000000000043,0.0,0.49803333333333333
TBD,4,1.5026,0.9933,0.0,0.49834999999999996
TBD,5,1.8662,0.9886399999999994,0.0,0.49924
TBD,6,1.857,0.9888666666666646,0.0,0.5001333333333333
TBD,7,2.1774,0.9883428571428167,0.0,0.49965714285714286
TBD,8,2.1744,0.993,0.0,0.4998875
TBD,9,2.467,1.0076444444444936,0.0,0.49892222222222216
TBD,10,2.465,1.012599999999985,0.0,0.49912999999999996
TBD,11,2.7138,1.0058909090909964,0.0,0.4995545454545454
TBD,12,2.712,1.006533333333336,0.0,0.49966666666666665
TBD,13,2.9312,1.0026461538461782,0.0,0.49989999999999996
TBD,14,2.9198,1.003000000000002,0.0,0.5003142857142857
TBD,15,3.137,1.0024533333334191,0.0,0.5003799999999999
TBD,16,3.1318,1.001425,0.0,0.50051875
TBD,17,3.3178,0.9924705882353715,0.0,0.5008823529411766
TBD,18,3.3106,0.9916222222222546,0.0,0.5010333333333334
TBD,19,3.4986,0.9890105263158497,0.0,0.501121052631579
TBD,20,3.4906,0.983140000000001,0.0,0.5012650000000001
TBD,21,3.6704,0.9837714285714455,0.0,0.5009761904761906
TBD,22,3.6722,0.9885999999999733,0.0,0.5008909090909092
TBD,23,3.8466,0.9868173913044096,0.0,0.500917391304348
TBD,24,3.8428,0.9880666666666656,0.0,0.5009583333333335
TBD,25,4.0224,0.9938560000000107,0.0,0.5005640000000001
TBD,26,4.0358,0.9996153846153347,0.0,0.5002846153846154
TBD,27,4.1954,0.99745185185188,0.0,0.5000666666666668
TBD,28,4.1942,0.9951000000000013,0.0,0.5000857142857144
TBD,29,4.3478,0.998013793103476,0.0,0.49996551724137944
TBD,30,4.34,0.9984799999999899,1.3333333333333333e-5,0.5000966666666667
TBD,31,4.4848,0.9979096774194375,4.516129032258064e-5,0.5001838709677421
TBD,32,4.5126,1.0043375,8.75e-5,0.49974375000000015
TBD,33,4.6608,1.0054060606060982,0.0002,0.49951818181818197
TBD,34,4.6656,1.0026823529411166,0.00047058823529411766,0.49946176470588244
TBD,35,4.7996,1.0001828571427533,0.000982857142857143,0.4994400000000001
TBD,36,4.7896,0.9854000000000118,0.0019055555555555553,0.4995944444444445
TBD,37,4.8934,0.9674594594594319,0.0033513513513513515,0.49990270270270276
TBD,38,4.8546,0.9385157894737054,0.005763157894736842,0.5004157894736843
TBD,39,4.8954,0.8913846153845859,0.009517948717948718,0.5015153846153846
TBD,40,4.7788,0.8331799999999976,0.014875,0.502935
TBD,41,4.747,0.7609170731707054,0.022273170731707318,0.5047536585365854
TBD,42,4.5104,0.6700571428571473,0.032195238095238096,0.5074571428571429
TBD,43,4.3462,0.5710139534883968,0.04469302325581396,0.5106627906976744
TBD,44,3.978,0.46383636363638514,0.060204545454545455,0.5146045454545455
TBD,45,3.6502,0.3565688888889231,0.07893777777777777,0.5192222222222223
TBD,46,3.1018,0.2500260869565154,0.10137826086956522,0.5247652173913044
TBD,47,2.5576,0.15383829787235717,0.1274,0.5311936170212767
TBD,48,1.7778,0.07407500000000575,0.15719583333333334,0.5386666666666667
TBD,49,1.0,0.020408163265303262,0.19026938775510205,0.5469408163265306
TBD,50,0.0,0.0,0.226464,0.556002
PBD(2),1,1.0,1.0,0.0,0.4993
PBD(2),2,0.0,0.0,1.0,0.74965
PBD(2),3,1.0,0.3333333333333731,0.6666666666666666,0.6674333333333333
PBD(2),4,0.0,0.0,1.0,0.750575
PBD(2),5,1.0,0.20000000000003176,0.8,0.7003999999999999
PBD(2),6,0.0,0.0,1.0,0.7503333333333333
PBD(2),7,1.0,0.14285714285712592,0.8571428571428571,0.7154285714285714
PBD(2),8,0.0,0.0,1.0,0.751
PBD(2),9,1.0,0.1111111111110923,0.8888888888888888,0.7247333333333333
PBD(2),10,0.0,0.0,1.0,0.7522599999999999
PBD(2),11,1.0,0.0909090909090978,0.9090909090909091,0.7296272727272727
PBD(2),12,0.0,0.0,1.0,0.7521583333333334
PBD(2),13,1.0,0.07692307692308717,0.9230769230769231,0.7325692307692309
PBD(2),14,0.0,0.0,1.0,0.7516714285714287
PBD(2),15,1.0,0.06666666666667657,0.9333333333333333,0.7351933333333334
PBD(2),16,0.0,0.0,1.0,0.75174375
PBD(2),17,1.0,0.058823529411760486,0.9411764705882353,0.7371235294117647
PBD(2),18,0.0,0.0,1.0,0.7517277777777778
PBD(2),19,1.0,0.05263157894735681,0.9473684210526315,0.7385578947368421
PBD(2),20,0.0,0.0,1.0,0.75163
PBD(2),21,1.0,0.04761904761904037,0.9523809523809523,0.739547619047619
PBD(2),22,0.0,0.0,1.0,0.7513863636363637
PBD(2),23,1.0,0.04347826086956296,0.9565217391304348,0.7406173913043478
PBD(2),24,0.0,0.0,1.0,0.7514249999999999
PBD(2),25,1.0,0.040000000000005705,0.96,0.741584
